beds,category,city,direction,district,news_begin_date,news_end_date,news_id,news_type_level,price,root,square,street,ward,label_price
,Nhà đất bán,Hồ Chí Minh,,Quận 12,9/8/2018,9/15/2018,17518646,Tin thường,2.65,nha_dat_ban,65m²,Vườn Lài,An Phú Đông,tỷ
,Nhà đất cho thuê,Hồ Chí Minh,,Bình Thạnh,9/10/2018,9/17/2018,15985249,Tin thường,13,nha_dat_thue,40m²,D2,25,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Quận 9,9/6/2018,10/6/2018,17498317,Tin thường,1.7,nha_dat_ban,57m²,Tam Đa,Trường Thạnh,tỷ
,Nhà đất cần thuê,Hồ Chí Minh,,Phú Nhuận,1/1/2018,1/1/2018,,,,nha_dat_can_thue,Trên 60m²,,,
,Nhà đất bán,Hà Nội,Bắc,Cầu Giấy,9/6/2018,9/13/2018,15026817,Tin thường,30,nha_dat_ban,86m²,Nguyễn Thị Thập,Trung Hòa,tỷ
,Nhà đất bán,Đà Nẵng,Nam,Cẩm Lệ,9/10/2018,9/17/2018,17396918,Tin thường,26,nha_dat_ban,106.5m²,,Khuê Trung,triệu/m²
5+,Nhà đất bán,Đà Nẵng,Đông-Nam,Liên Chiểu,9/10/2018,9/17/2018,17533214,Tin thường,10,nha_dat_ban,376m²,Bàu Năng 8,Hòa Minh,tỷ
,Nhà đất bán,Khánh Hòa,Tây-Nam,Nha Trang,9/6/2018,9/13/2018,17499958,Tin thường,,nha_dat_ban,92m²,,Vĩnh Hòa,
,Nhà đất cho thuê,Hồ Chí Minh,,Quận 1,9/6/2018,9/13/2018,14751688,Tin thường,34.5,nha_dat_thue,100m²,Đông Du,,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Quận 9,9/8/2018,9/15/2018,17525289,Tin thường,2.8,nha_dat_ban,118m²,Đình Phong Phú,Tăng Nhơn Phú B,tỷ
,Nhà đất bán,Lâm Đồng,,Bảo Lộc,9/7/2018,9/14/2018,17514432,Tin thường,2.1,nha_dat_ban,300m²,Trần Phú,Lộc Sơn,tỷ
4+,Nhà đất cho thuê,Khánh Hòa,Tây-Bắc,Nha Trang,7/18/2018,10/18/2018,16814135,Tin thường,,nha_dat_thue,102m²,B1,Vĩnh Hiệp,
,Nhà đất bán,Bắc Ninh,Đông-Bắc,Yên Phong,9/7/2018,9/16/2018,17514370,Tin Vip 3,11.8,nha_dat_ban,100m²,,Yên Trung,triệu/m²
,Nhà đất bán,Hà Nội,,Quốc Oai,9/10/2018,9/17/2018,17451848,Tin thường,1,nha_dat_ban,770m²,Liên Xã,Hòa Thạch,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 9,9/10/2018,9/17/2018,16624889,Tin thường,26.3,nha_dat_ban,110m²,Nguyễn Duy Trinh,,triệu/m²
,Nhà đất bán,Bà Rịa Vũng Tàu,,Vũng Tàu,9/10/2018,9/17/2018,16908974,Tin thường,45,nha_dat_ban,152m²,Thùy Vân,2,tỷ
2+,Nhà đất bán,Hà Nội,,Đống Đa,9/6/2018,9/14/2018,16935711,Tin thường,16,nha_dat_thue,112m²,Láng Hạ,Láng Hạ,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Quận 10,9/10/2018,9/17/2018,16120901,Tin thường,23,nha_dat_ban,64m²,Cao Thắng,12,tỷ
2+,Nhà đất cho thuê,Hà Nội,,Cầu Giấy,9/8/2018,9/15/2018,17121482,Tin thường,13,nha_dat_thue,150m²,Khuất Duy Tiến,Trung Hòa,triệu/tháng
3+,Nhà đất bán,Hà Nội,,Hai Bà Trưng,9/6/2018,9/13/2018,16631164,Tin Vip 1,2.9,nha_dat_ban,95m²,Minh Khai,Vĩnh Tuy,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 10,9/6/2018,9/13/2018,17412649,Tin thường,20,nha_dat_ban,92.4m²,Sư Vạn Hạnh,,tỷ
,Nhà đất cho thuê,Bình Dương,,Thuận An,9/6/2018,9/13/2018,17048250,Tin thường,,nha_dat_thue,1080m²,Nguyễn Văn Tiết,Lái Thiêu,
,Nhà đất bán,Hồ Chí Minh,,Quận 2,9/7/2018,9/14/2018,17123000,Tin thường,110,nha_dat_ban,2200m²,Nguyễn Văn Hưởng,Thảo Điền,triệu/m²
2+,Nhà đất cho thuê,Hồ Chí Minh,,Quận 3,9/6/2018,9/13/2018,17491983,Tin thường,14,nha_dat_thue,81m²,Trường Sa,12,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Hóc Môn,9/7/2018,9/14/2018,17436296,Tin thường,1.1,nha_dat_ban,80m²,Lê Thị Hà,Tân Xuân,tỷ
3+,Nhà đất bán,Vĩnh Phúc,,Phúc Yên,9/4/2018,9/22/2018,16039711,Tin thường,14.8,nha_dat_ban,130m²,Lê Duẩn,Ngọc Thanh,triệu/m²
2+,Nhà đất bán,Đà Nẵng,,Sơn Trà,9/7/2018,9/14/2018,14445768,Tin Vip 3,,nha_dat_ban,70m²,An Trung 2,An Hải Tây,
,Nhà đất bán,Hồ Chí Minh,,Quận 9,9/7/2018,9/14/2018,17235929,Tin thường,2.6,nha_dat_ban,100m²,Nguyễn Xiển,Long Thạnh Mỹ,tỷ
,Nhà đất bán,Hà Nội,,Hai Bà Trưng,9/6/2018,9/13/2018,17274231,Tin thường,,nha_dat_ban,168m²,Thái Phiên,Lê Đại Hành,
,Nhà đất cho thuê,Kiên Giang,,Rạch Giá,9/10/2018,9/17/2018,14953956,Tin thường,800,nha_dat_thue,18m²,Sư Vạn Hạnh,An Bình,nghìn/tháng
2+,Nhà đất bán,Hồ Chí Minh,,Quận 7,8/13/2018,9/13/2018,17208920,Tin Vip 2,4.95,nha_dat_ban,59.72m²,Số 25A,Tân Quy,tỷ
,Nhà đất bán,Đà Nẵng,Đông-Nam,Cẩm Lệ,9/9/2018,9/16/2018,16788755,Tin thường,16,nha_dat_ban,100m²,Nguyễn Phước Lan,Hòa Xuân,triệu/m²
5+,Nhà đất bán,Hà Nội,,Hai Bà Trưng,9/7/2018,9/14/2018,16840998,Tin thường,2.3,nha_dat_ban,35m²,Gốc Đề,Minh Khai,tỷ
4+,Nhà đất bán,Hồ Chí Minh,,Quận 9,9/4/2018,9/11/2018,16232902,Tin thường,3.75,nha_dat_ban,75m²,Dương Đình Hội,Phước Long B,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 2,9/6/2018,9/13/2018,17491410,Tin thường,1.45,nha_dat_ban,59m²,Nguyễn Duy Trinh,Bình Trưng Tây,tỷ
,Nhà đất bán,Hà Nội,,Tây Hồ,9/7/2018,9/14/2018,17516206,Tin thường,6.5,nha_dat_ban,47m²,Âu Cơ,Tứ Liên,tỷ
,Nhà đất bán,Hà Nội,,Nam Từ Liêm,9/8/2018,9/15/2018,15336979,Tin thường,122,nha_dat_ban,96m²,Hàm Nghi,Mỹ Đình 2,triệu/m²
,Nhà đất bán,Hồ Chí Minh,,Nhà Bè,9/9/2018,9/16/2018,16598686,Tin thường,,nha_dat_ban,1500m²,Phạm Hùng,Phước Lộc,
,Nhà đất bán,Hồ Chí Minh,,Quận 2,9/4/2018,9/11/2018,17248548,Tin thường,37,nha_dat_ban,120m²,Nguyễn Cơ Thạch,An Lợi Đông,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 3,9/7/2018,10/8/2018,16706046,Tin thường,155,nha_dat_ban,480m²,Trần Quốc Thảo,,tỷ
,Nhà đất cho thuê,Bình Dương,,Thủ Dầu Một,7/27/2018,9/10/2018,16869796,Tin thường,8,nha_dat_thue,150m²,D1,,triệu/tháng
,Nhà đất bán,Hà Nội,Đông-Bắc,Hà Đông,9/4/2018,9/11/2018,15568571,Tin thường,1.4,nha_dat_ban,49m²,Thanh Lãm,Kiến Hưng,tỷ
,Nhà đất cho thuê,Hồ Chí Minh,,Gò Vấp,9/4/2018,9/11/2018,17277591,Tin thường,15,nha_dat_thue,38m²,Số 1,7,triệu/tháng
,Nhà đất bán,Hà Nội,Tây,Hoàn Kiếm,9/8/2018,9/15/2018,12119057,Tin thường,30,nha_dat_ban,60m²,Hàng Tre,Lý Thái Tổ,tỷ
4+,Nhà đất cho thuê,Hồ Chí Minh,,Bình Thạnh,9/5/2018,9/12/2018,16663919,Tin thường,20,nha_dat_thue,60m²,Bùi Đình Túy,,triệu/tháng
,Nhà đất cho thuê,Hà Nội,,Hai Bà Trưng,9/5/2018,9/12/2018,17474840,Tin thường,120,nha_dat_thue,75m²,Nguyễn Du,Nguyễn Du,triệu/tháng
4+,Nhà đất bán,Hồ Chí Minh,,Bình Thạnh,9/8/2018,9/15/2018,16835792,Tin thường,8.3,nha_dat_ban,77.4m²,Hoàng Hoa Thám,7,tỷ
,Nhà đất cho thuê,Hồ Chí Minh,,Tân Bình,9/8/2018,9/15/2018,17524565,Tin Vip 1,7,nha_dat_thue,Không xác định,Cộng Hòa,13,triệu/tháng
,Nhà đất bán,Hà Nội,,Gia Lâm,9/6/2018,9/13/2018,17136141,Tin thường,40,nha_dat_ban,90m²,Ngô Xuân Quảng,Trâu Quỳ,triệu/m²
,Nhà đất bán,Hồ Chí Minh,,Quận 9,9/6/2018,9/13/2018,15477199,Tin Vip 3,700,nha_dat_ban,Không xác định,Nguyễn Xiển,Long Thạnh Mỹ,triệu
2+,Nhà đất bán,Hồ Chí Minh,Tây-Nam,Nhà Bè,9/5/2018,9/12/2018,17469174,Tin Vip 3,1.95,nha_dat_ban,34.5m²,Huỳnh Tấn Phát,Phú Xuân,tỷ
3+,Nhà đất bán,Hồ Chí Minh,,Bình Thạnh,9/6/2018,9/13/2018,17500714,Tin thường,3.5,nha_dat_ban,33.3m²,Phan Văn Trị,11,tỷ
,Nhà đất bán,Hà Nội,,Hoài Đức,9/6/2018,9/13/2018,15716363,Tin thường,23,nha_dat_ban,130m²,,An Thượng,triệu/m²
,Nhà đất cho thuê,Hà Nội,,Hoàn Kiếm,9/7/2018,9/14/2018,17506173,Tin thường,116.38,nha_dat_thue,200m²,Hạ Hồi,Trần Hưng Đạo,triệu/tháng
,Nhà đất bán,Bà Rịa Vũng Tàu,Đông,Phú Mỹ,9/7/2018,9/14/2018,16431636,Tin thường,290,nha_dat_ban,100m²,Tóc Tiên-Châu Pha,Châu Pha,triệu
,Nhà đất bán,Hồ Chí Minh,,Quận 7,9/7/2018,9/14/2018,16749555,Tin thường,16,nha_dat_ban,80m²,Tân Trào,Tân Phú,triệu/m²
,Nhà đất cho thuê,Hà Nội,,Nam Từ Liêm,9/5/2018,9/12/2018,17411628,Tin thường,32,nha_dat_thue,90m²,Tố Hữu,Trung Văn,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,Đông-Nam,Thủ Đức,9/6/2018,9/13/2018,15207643,Tin thường,6.8,nha_dat_ban,133m²,Số 25,Hiệp Bình Chánh,tỷ
,Nhà đất bán,Hồ Chí Minh,,Tân Phú,9/10/2018,9/17/2018,16294193,Tin thường,17.5,nha_dat_ban,181.5m²,Lê Trọng Tấn,Tây Thạnh,tỷ
,Nhà đất cho thuê,Hà Nội,,Hai Bà Trưng,9/4/2018,9/11/2018,16735803,Tin thường,344,nha_dat_thue,400m²,Triệu Việt Vương,Lê Đại Hành,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Bình Thạnh,9/7/2018,9/14/2018,17084973,Tin thường,12,nha_dat_ban,80m²,Đinh Bộ Lĩnh,,tỷ
,Nhà đất bán,Hồ Chí Minh,,Bình Chánh,9/8/2018,9/15/2018,17525131,Tin thường,700,nha_dat_ban,120m²,Quốc Lộ 50,Đa Phước,triệu
,Nhà đất bán,Bình Dương,,Dĩ An,9/8/2018,9/15/2018,16318923,Tin thường,2.25,nha_dat_ban,124m²,Võ Thị Sáu,Đông Hòa,tỷ
,Nhà đất cho thuê,Hồ Chí Minh,,Gò Vấp,8/16/2018,10/1/2018,17180124,Tin thường,30,nha_dat_thue,140m²,Lê Đức Thọ,7,triệu/tháng
2+,Nhà đất cho thuê,Hà Nội,,Long Biên,9/4/2018,9/11/2018,17464202,Tin thường,6,nha_dat_thue,70m²,Sài Đồng,Phúc Đồng,triệu/tháng
,Nhà đất cho thuê,Hà Nội,,Hoàn Kiếm,9/4/2018,9/11/2018,17462957,Tin thường,45,nha_dat_thue,70m²,Hàng Da,Hàng Bông,triệu/tháng
2+,Nhà đất cho thuê,Hồ Chí Minh,,Quận 8,9/4/2018,9/11/2018,16969594,Tin thường,11,nha_dat_thue,Không xác định,Lê Quang Kim,8,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,Tây-Nam,Gò Vấp,9/8/2018,9/15/2018,15495230,Tin thường,5.5,nha_dat_ban,35m²,Nguyễn Văn Công,3,tỷ
3+,Nhà đất bán,Đồng Nai,Tây-Nam,Biên Hòa,9/7/2018,9/14/2018,16187930,Tin thường,,nha_dat_ban,110m²,Bùi Hữu Nghĩa,Bửu Hòa,
,Nhà đất cho thuê,Hà Nội,,Cầu Giấy,9/6/2018,9/13/2018,15973067,Tin thường,150,nha_dat_thue,50m²,Duy Tân,Dịch Vọng Hậu,nghìn/m2/tháng
2+,Nhà đất bán,Đồng Nai,,Trảng Bom,9/10/2018,9/17/2018,17532729,Tin thường,,nha_dat_ban,90m²,Xã Đồi 61,Giang Điền,
3+,Nhà đất bán,Hải Phòng,Tây-Nam,Lê Chân,9/7/2018,9/14/2018,17510056,Tin thường,3.5,nha_dat_ban,67m²,Quán Nải, Kênh Dương,tỷ
,Nhà đất bán,Hà Nội,Đông,Hoài Đức,9/8/2018,9/15/2018,15706717,Tin thường,28,nha_dat_ban,994m²,Đại lộ Thăng Long,An Thượng,triệu/m²
2+,Nhà đất bán,Khánh Hòa,Đông-Bắc,Nha Trang,9/6/2018,9/13/2018,16604874,Tin thường,1.5,nha_dat_ban,100.8m²,,Vĩnh Ngọc,tỷ
,Nhà đất bán,Hà Nội,Đông-Nam,Nam Từ Liêm,9/8/2018,9/15/2018,16326103,Tin thường,15.5,nha_dat_ban,123m²,Tố Hữu,Trung Văn,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 1,9/7/2018,9/28/2018,17510927,Tin thường,37,nha_dat_ban,100m²,Trần Hưng Đạo,Bến Nghé,tỷ
4+,Nhà đất bán,Long An,,Bến Lức,9/6/2018,9/13/2018,17496493,Tin thường,1.2,nha_dat_ban,80m²,Tỉnh lộ 824,,tỷ
,Nhà đất bán,Hồ Chí Minh,,Củ Chi,9/8/2018,9/15/2018,16640028,Tin thường,1.45,nha_dat_ban,140m²,Tỉnh lộ 8,Hòa Phú,tỷ
,Nhà đất bán,Hồ Chí Minh,,Bình Thạnh,9/8/2018,9/15/2018,17527404,Tin thường,25.4,nha_dat_ban,80m²,Phan Văn Hân,17,tỷ
,Nhà đất cho thuê,Đà Nẵng,,Hải Châu,9/7/2018,9/14/2018,16986615,Tin thường,225,nha_dat_thue,336m²,Lê Đình Lý,,nghìn/m2/tháng
,Nhà đất bán,Hồ Chí Minh,,Phú Nhuận,9/7/2018,9/14/2018,17514244,Tin thường,24,nha_dat_ban,130m²,Phan Xích Long,,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 1,9/6/2018,9/22/2018,17078952,Tin thường,108,nha_dat_ban,400m²,Trần Hưng Đạo,Phạm Ngũ Lão,tỷ
2+,Nhà đất bán,Hà Nội,,Đống Đa,9/6/2018,9/13/2018,17316409,Tin thường,17.5,nha_dat_ban,87m²,Khâm Thiên,Khâm Thiên,tỷ
2+,Nhà đất bán,Hồ Chí Minh,Bắc,Bình Tân,9/10/2018,9/17/2018,17452265,Tin thường,3.25,nha_dat_ban,48m²,Lê Văn Quới,Bình Trị Đông,tỷ
,Nhà đất cần mua,Bình Dương,,Bến Cát,1/1/2018,1/1/2018,,,,nha_dat_can_thue,Trên 100m²,,,
,Nhà đất bán,Khánh Hòa,,Nha Trang,9/8/2018,9/15/2018,17527076,Tin thường,42,nha_dat_ban,344.5m²,Triệu Quốc Đạt,Vĩnh Hòa,triệu/m²
,Nhà đất bán,Hồ Chí Minh,,Tân Bình,9/7/2018,9/14/2018,17249535,Tin thường,6.5,nha_dat_ban,36m²,Cách Mạng Tháng Tám,7,tỷ
,Nhà đất bán,Quảng Nam,,Điện Bàn,9/7/2018,9/16/2018,16090607,Tin thường,1.37,nha_dat_ban,178.71m²,,,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 3,9/7/2018,9/14/2018,17093766,Tin thường,7.1,nha_dat_ban,37m²,Nguyễn Thiện Thuật,,tỷ
,Nhà đất bán,Hà Nội,Tây-Nam,Long Biên,9/7/2018,9/14/2018,16092754,Tin thường,25.7,nha_dat_ban,368.9m²,Phong Lan 5,Việt Hưng,tỷ
,Nhà đất bán,Bình Dương,Tây,Dĩ An,9/8/2018,9/15/2018,17445024,Tin thường,24,nha_dat_ban,280m²,Nguyễn An Ninh,Dĩ An,tỷ
5+,Nhà đất bán,Hà Nội,Nam,Cầu Giấy,9/7/2018,9/14/2018,15769691,Tin thường,7.5,nha_dat_ban,80m²,Phùng Chí Kiên,Nghĩa Đô,tỷ
3+,Nhà đất bán,Hồ Chí Minh,,Thủ Đức,9/7/2018,9/15/2018,15628139,Tin thường,,nha_dat_ban,90m²,Phạm Văn Đồng,Hiệp Bình Chánh,
,Nhà đất bán,Đồng Nai,Đông,Biên Hòa,9/7/2018,9/14/2018,17208753,Tin thường,2.2,nha_dat_ban,120m²,Thân Nhân Trung,Hố Nai,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 2,9/8/2018,9/15/2018,14598650,Tin thường,40,nha_dat_ban,443m²,Nguyễn Văn Hưởng,Thảo Điền,tỷ
,Nhà đất bán,Hồ Chí Minh,,Bình Chánh,9/8/2018,9/17/2018,14791750,Tin thường,668,nha_dat_ban,130m²,Trần Văn Giàu,Lê Minh Xuân,triệu
,Nhà đất cho thuê,Hồ Chí Minh,,Quận 3,9/10/2018,9/17/2018,14866595,Tin thường,,nha_dat_thue,960m²,Nguyễn Thị Minh Khai,,
,Nhà đất bán,Hải Phòng,Bắc,Hải An,9/10/2018,9/17/2018,17531726,Tin thường,33,nha_dat_ban,60m²,Ngô Gia Tự,Thành Tô,triệu/m²
,Nhà đất cho thuê,Hồ Chí Minh,,Quận 2,9/6/2018,12/5/2018,17368321,Tin thường,19,nha_dat_thue,96m²,Số 3, Thạnh Mỹ Lợi,triệu/tháng
,Nhà đất bán,Bình Dương,Đông-Nam,Thuận An,9/7/2018,9/14/2018,16831498,Tin thường,1.6,nha_dat_ban,150m²,D16,,tỷ
2+,Nhà đất cho thuê,Hồ Chí Minh,,Tân Phú,9/4/2018,9/11/2018,16937315,Tin thường,9.5,nha_dat_thue,70m²,Âu Cơ,Tân Sơn Nhì,triệu/tháng
,Nhà đất bán,Hà Nội,Đông,Hoàng Mai,9/6/2018,9/13/2018,15809424,Tin thường,1.65,nha_dat_ban,31m²,Thanh Lân,Vĩnh Hưng,tỷ
,Nhà đất bán,Bắc Ninh,,Từ Sơn,9/10/2018,9/17/2018,17400796,Tin thường,3,nha_dat_ban,120m²,Hữu Nghị,Phù Chẩn,tỷ
,Nhà đất cho thuê,Hà Nội,,Hoàn Kiếm,9/4/2018,9/11/2018,17392358,Tin thường,60,nha_dat_thue,50m²,,Cửa Nam,triệu/tháng
,Nhà đất bán,Bình Dương,,Thuận An,9/4/2018,9/11/2018,17459957,Tin thường,15.1,nha_dat_ban,1160.5m²,Lê Thị Trung,Bình Chuẩn,tỷ
3+,Nhà đất bán,Hồ Chí Minh,,Thủ Đức,9/4/2018,9/11/2018,17457054,Tin Vip 2,3.87,nha_dat_ban,90.7m²,Số 8,Linh Đông,tỷ
,Nhà đất bán,Khánh Hòa,,Nha Trang,9/7/2018,9/14/2018,17508987,Tin thường,44,nha_dat_ban,110m²,Số 4,Phước Hải,triệu/m²
4+,Nhà đất bán,Hồ Chí Minh,,Quận 9,9/5/2018,9/12/2018,15103916,Tin thường,2.55,nha_dat_ban,50m²,Liên Phường,Phú Hữu,tỷ
2+,Nhà đất cho thuê,Hà Nội,,Đống Đa,9/8/2018,9/16/2018,14824659,Tin thường,,nha_dat_thue,85m²,Thái Hà,Láng Hạ,
,Nhà đất bán,Hồ Chí Minh,,Phú Nhuận,9/8/2018,9/16/2018,17523045,Tin thường,11,nha_dat_thue,17.5m²,Nguyễn Văn Trỗi,12,triệu/tháng
,Nhà đất cho thuê,Đà Nẵng,,Hải Châu,9/7/2018,9/14/2018,16247796,Tin thường,20,nha_dat_thue,92m²,Lý Nhân Tông,,triệu/tháng
,Nhà đất bán,Hà Nội,Đông-Bắc,Thanh Xuân,9/7/2018,9/14/2018,16951062,Tin thường,8.6,nha_dat_ban,50m²,Chính Kinh,Nhân Chính,tỷ
2+,Nhà đất cho thuê,Hà Nội,,Long Biên,9/7/2018,9/14/2018,17114026,Tin thường,10,nha_dat_thue,94m²,,Long Biên,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Quận 7,9/6/2018,9/13/2018,17503241,Tin Vip 3,180,nha_dat_ban,3000m²,Số 25,Tân Quy,tỷ
3+,Nhà đất bán,Hà Nội,Tây-Bắc,Nam Từ Liêm,9/4/2018,9/11/2018,17356762,Tin thường,27,nha_dat_ban,200m²,Lê Đức Thọ,Mỹ Đình 2,tỷ
,Nhà đất cho thuê,Hồ Chí Minh,,Bình Thạnh,9/4/2018,9/11/2018,17460671,Tin thường,11,nha_dat_thue,60m²,Đinh Bộ Lĩnh,26,triệu/tháng
,Nhà đất bán,Đà Nẵng,Đông-Bắc,Ngũ Hành Sơn,9/7/2018,9/21/2018,16855097,Tin thường,2.85,nha_dat_ban,95m²,Tuy Lý Vương, Khuê Mỹ,tỷ
2+,Nhà đất bán,Hồ Chí Minh,,Quận 7,9/8/2018,9/15/2018,17522416,Tin thường,3.55,nha_dat_ban,40m²,Trần Xuân Soạn,Tân Hưng,tỷ
,Nhà đất cho thuê,Hồ Chí Minh,,Bình Thạnh,9/9/2018,9/16/2018,17529229,Tin thường,14,nha_dat_thue,105m²,Quốc Lộ 13,26,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,Tây,Quận 10,9/8/2018,9/15/2018,17525864,Tin thường,15,nha_dat_ban,100m²,Cư Xá Bắc Hải,15,tỷ
,Nhà đất bán,Hồ Chí Minh,,Bình Chánh,9/7/2018,9/14/2018,10263047,Tin thường,1.2,nha_dat_ban,180m²,Tỉnh Lộ 10,Vĩnh Lộc B,tỷ
3+,Nhà đất bán,Thái Bình,,Thái Bình,9/7/2018,9/14/2018,14654089,Tin thường,4.7,nha_dat_ban,400m²,,,tỷ
,Nhà đất cho thuê,Hà Nội,,Ba Đình,9/4/2018,9/11/2018,17461596,Tin thường,65,nha_dat_thue,60m²,Nguyễn Công Hoan,Kim Mã,triệu/tháng
3+,Nhà đất bán,Hồ Chí Minh,Đông,Quận 1,9/4/2018,9/11/2018,17174127,Tin Vip 1,8.7,nha_dat_ban,100m²,Tôn Đức Thắng,Bến Nghé,tỷ
2+,Nhà đất cho thuê,Hồ Chí Minh,,Quận 2,9/7/2018,9/14/2018,17356823,Tin thường,17,nha_dat_thue,74.73m²,Mai Chí Thọ,Bình Khánh,triệu/tháng
1+,Nhà đất bán,Hồ Chí Minh,,Gò Vấp,9/4/2018,9/11/2018,17465252,Tin thường,7,nha_dat_ban,171m²,Nguyên Hồng,1,tỷ
,Nhà đất bán,Hà Nội,Đông-Bắc,Cầu Giấy,9/6/2018,9/13/2018,17494800,Tin thường,20,nha_dat_ban,102m²,Trung Yên 10,Trung Hòa,tỷ
,Nhà đất cho thuê,Hà Nội,,Cầu Giấy,9/4/2018,9/11/2018,14540803,Tin thường,160,nha_dat_thue,250m²,Hoàng Đạo Thúy,Trung Hòa,nghìn/m2/tháng
2+,Nhà đất cho thuê,Hà Nội,Tây-Bắc,Nam Từ Liêm,9/7/2018,9/15/2018,17423735,Tin thường,9,nha_dat_thue,76m²,Tố Hữu,Trung Văn,triệu/tháng
1+,Nhà đất cho thuê,Hồ Chí Minh,,Gò Vấp,9/10/2018,9/25/2018,14532308,Tin thường,7.2,nha_dat_thue,34m²,Nguyễn Kiệm,3,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Quận 3,9/8/2018,9/15/2018,17525815,Tin thường,305,nha_dat_ban,968m²,Tú Xương,7,tỷ
,Nhà đất bán,Hà Nội,,Hoàng Mai,9/8/2018,9/15/2018,16494063,Tin thường,10,nha_dat_ban,147m²,Yên Sở,Yên Sở,tỷ
,Nhà đất cho thuê,Hà Nội,,Hai Bà Trưng,9/4/2018,9/11/2018,17460162,Tin thường,,nha_dat_thue,360m²,Phố Huế,Phố Huế,
,Nhà đất cho thuê,Hà Nội,,Tây Hồ,9/6/2018,9/13/2018,17502721,Tin thường,5,nha_dat_thue,70m²,Âu Cơ,Tứ Liên,triệu/tháng
3+,Nhà đất bán,Hồ Chí Minh,,Quận 12,9/8/2018,9/15/2018,17522750,Tin thường,1.48,nha_dat_ban,75m²,Tô Ngọc Vân,Thạnh Xuân,tỷ
,Nhà đất bán,Hồ Chí Minh,,Bình Tân,9/8/2018,9/15/2018,17520916,Tin thường,4.5,nha_dat_ban,56m²,Mã Lò,,tỷ
4+,Nhà đất bán,Hà Nội,Bắc,Nam Từ Liêm,9/6/2018,9/13/2018,17497935,Tin thường,5.2,nha_dat_ban,58m²,Lê Đức Thọ,Mỹ Đình 1,tỷ
1+,Nhà đất cho thuê,Hà Nội,,Hà Đông,9/5/2018,9/12/2018,17413388,Tin thường,8.5,nha_dat_thue,50m²,,Mỗ Lao,triệu/tháng
,Nhà đất cho thuê,Hồ Chí Minh,,Tân Bình,9/10/2018,9/17/2018,17156292,Tin thường,,nha_dat_thue,264m²,Hậu Giang,4,
,Nhà đất bán,Đà Nẵng,Tây-Bắc,Thanh Khê,9/7/2018,9/14/2018,17512927,Tin thường,12,nha_dat_ban,112m²,Quang Dũng,,tỷ
2+,Nhà đất bán,Hồ Chí Minh,Đông-Nam,Quận 10,9/6/2018,9/13/2018,17501417,Tin thường,6.2,nha_dat_ban,56m²,Hòa Hưng,12,tỷ
,Nhà đất bán,Hồ Chí Minh,Nam,Bình Thạnh,9/7/2018,9/18/2018,17517346,Tin Vip 1,92,nha_dat_ban,75m²,Nơ Trang Long,13,triệu/m²
,Nhà đất bán,Long An,,Đức Hòa,9/7/2018,9/14/2018,16422348,Tin thường,390,nha_dat_ban,175m²,Tỉnh Lộ 10,Hựu Thạnh,triệu
,Nhà đất bán,Hồ Chí Minh,Tây-Bắc,Quận 2,9/10/2018,9/17/2018,17260326,Tin thường,105,nha_dat_ban,128m²,Lương Định Của,An Phú,triệu/m²
,Nhà đất bán,Đồng Nai,,Long Thành,8/27/2018,9/26/2018,16594229,Tin thường,450,nha_dat_ban,100m²,Quốc Lộ 51,Long Phước,triệu
,Nhà đất bán,Hà Nội,,Long Biên,9/4/2018,9/11/2018,17459530,Tin thường,21.8,nha_dat_ban,317m²,Nguyệt Quế,Việt Hưng,tỷ
,Nhà đất cho thuê,Hà Nội,,Hai Bà Trưng,9/7/2018,9/15/2018,10206517,Tin thường,200,nha_dat_thue,70m²,Đại Cồ Việt,,nghìn/m2/tháng
,Nhà đất cho thuê,Hồ Chí Minh,,Bình Thạnh,9/6/2018,9/13/2018,16934700,Tin thường,85,nha_dat_thue,130m²,Phan Văn Hân,17,triệu/tháng
,Nhà đất bán,Bình Dương,,Bắc Tân Uyên,9/6/2018,9/13/2018,17502951,Tin thường,330,nha_dat_ban,Không xác định,ĐT 746,Đất Cuốc,triệu
,Nhà đất bán,Hồ Chí Minh,,Bình Thạnh,9/6/2018,9/13/2018,17165425,Tin thường,3.8,nha_dat_ban,78m²,Phan Văn Trị,5,tỷ
